Sector,Text,Sentiment
قوات أمن المنشآت,قوات أمن المنشآت: ذهبت للاستفسار فقط,Neutral
مركز العمليات الموحدة,مركز العمليات الموحدة: انتظار طويل دون فائدة,Negative
قوات أمن المنشآت,قوات أمن المنشآت: واجهت مشكلة ولم أجد مساعدة,Negative
ديوان الوزارة,ديوان الوزارة: خدمة سيئة جداً وتعامل سيء,Negative
قوات أمن المنشآت,قوات أمن المنشآت: ذهبت للاستفسار فقط,Neutral
أندية الوزارة,أندية الوزارة: هل يعمل الفرع في يوم الجمعة؟,Neutral
الأمن العام,الأمن العام: أحتاج إلى توضيح عن الإجراءات,Neutral
قوات الأمن الخاصة,قوات الأمن الخاصة: انتظار طويل دون فائدة,Negative
ديوان الوزارة,ديوان الوزارة: تعامل راقٍ من الموظفين,Positive
قوات أمن المنشآت,قوات أمن المنشآت: خدمة ممتازة وسرعة في الإجراءات,Positive
الجوازات,الجوازات: الخدمة تحسنت كثيراً مؤخراً,Positive
الجوازات,الجوازات: لا أحد يرد على الاستفسارات,Negative
الخدمات الطبية,الخدمات الطبية: تعامل راقٍ من الموظفين,Positive
مركز العمليات الموحدة,مركز العمليات الموحدة: كل الشكر للموظف اللي ساعدني اليوم,Positive
ديوان الوزارة,ديوان الوزارة: الموقع لا يعمل منذ الصباح,Negative
الجوازات,الجوازات: هل يعمل الفرع في يوم الجمعة؟,Neutral
كلية الملك فهد الأمنية,كلية الملك فهد الأمنية: خدمة ممتازة وسرعة في الإجراءات,Positive
كلية الملك فهد الأمنية,كلية الملك فهد الأمنية: راجعت اليوم الفرع الرئيسي,Neutral
الأمن العام,الأمن العام: الخدمة تحسنت كثيراً مؤخراً,Positive
قوات أمن المنشآت,قوات أمن المنشآت: خدمة ممتازة وسرعة في الإجراءات,Positive
قوات أمن المنشآت,قوات أمن المنشآت: تجربة رائعة أشكر جهودكم,Positive
كلية الملك فهد الأمنية,كلية الملك فهد الأمنية: تجربة رائعة أشكر جهودكم,Positive
مركز العمليات الموحدة,مركز العمليات الموحدة: كل الشكر للموظف اللي ساعدني اليوم,Positive
السجون,السجون: لا أحد يرد على الاستفسارات,Negative
مركز المعلومات الوطني,مركز المعلومات الوطني: أحتاج إلى توضيح عن الإجراءات,Neutral
قوات أمن المنشآت,قوات أمن المنشآت: انتظار طويل دون فائدة,Negative
كلية الملك فهد الأمنية,كلية الملك فهد الأمنية: ذهبت للاستفسار فقط,Neutral
ديوان الوزارة,ديوان الوزارة: الخدمة تحسنت كثيراً مؤخراً,Positive
مكافحة المخدرات,مكافحة المخدرات: ما هي متطلبات إصدار الجواز؟,Neutral
مكافحة المخدرات,مكافحة المخدرات: هل يعمل الفرع في يوم الجمعة؟,Neutral
الدفاع المدني,الدفاع المدني: خدمة سيئة جداً وتعامل سيء,Negative
مركز أبحاث الجريمة,مركز أبحاث الجريمة: ما هي متطلبات إصدار الجواز؟,Neutral
قوات أمن المنشآت,قوات أمن المنشآت: كل الشكر للموظف اللي ساعدني اليوم,Positive
كلية الملك فهد الأمنية,كلية الملك فهد الأمنية: لا أحد يرد على الاستفسارات,Negative
ديوان الوزارة,ديوان الوزارة: خدمة ممتازة وسرعة في الإجراءات,Positive
الجوازات,الجوازات: كل الشكر للموظف اللي ساعدني اليوم,Positive
قوات أمن المنشآت,قوات أمن المنشآت: خدمة ممتازة وسرعة في الإجراءات,Positive
كلية الملك فهد الأمنية,كلية الملك فهد الأمنية: خدمة سيئة جداً وتعامل سيء,Negative
ديوان الوزارة,ديوان الوزارة: ما هي متطلبات إصدار الجواز؟,Neutral
ديوان الوزارة,ديوان الوزارة: كل الشكر للموظف اللي ساعدني اليوم,Positive
مركز العمليات الموحدة,مركز العمليات الموحدة: انتظار طويل دون فائدة,Negative
أندية الوزارة,أندية الوزارة: ما هي متطلبات إصدار الجواز؟,Neutral
الأمن البيئي,الأمن البيئي: ذهبت للاستفسار فقط,Neutral
مركز العمليات الموحدة,مركز العمليات الموحدة: واجهت مشكلة ولم أجد مساعدة,Negative
الجوازات,الجوازات: انتظار طويل دون فائدة,Negative
الأمن البيئي,الأمن البيئي: خدمة ممتازة وسرعة في الإجراءات,Positive
مركز أبحاث الجريمة,مركز أبحاث الجريمة: ذهبت للاستفسار فقط,Neutral
مركز العمليات الموحدة,مركز العمليات الموحدة: لا أحد يرد على الاستفسارات,Negative
مركز المعلومات الوطني,مركز المعلومات الوطني: راجعت اليوم الفرع الرئيسي,Neutral
مركز المعلومات الوطني,مركز المعلومات الوطني: أحتاج إلى توضيح عن الإجراءات,Neutral
مركز أبحاث الجريمة,مركز أبحاث الجريمة: واجهت مشكلة ولم أجد مساعدة,Negative
الإدارة العامة للمجاهدين,الإدارة العامة للمجاهدين: تعامل راقٍ من الموظفين,Positive
قوات الأمن الخاصة,قوات الأمن الخاصة: خدمة ممتازة وسرعة في الإجراءات,Positive
الأمن البيئي,الأمن البيئي: كل الشكر للموظف اللي ساعدني اليوم,Positive
مركز العمليات الموحدة,مركز العمليات الموحدة: تعامل راقٍ من الموظفين,Positive
الجوازات,الجوازات: الموقع لا يعمل منذ الصباح,Negative
ديوان الوزارة,ديوان الوزارة: انتظار طويل دون فائدة,Negative
السجون,السجون: خدمة سيئة جداً وتعامل سيء,Negative
حرس الحدود,حرس الحدود: خدمة سيئة جداً وتعامل سيء,Negative
أندية الوزارة,أندية الوزارة: الخدمة تحسنت كثيراً مؤخراً,Positive
حرس الحدود,حرس الحدود: تجربة رائعة أشكر جهودكم,Positive
الجوازات,الجوازات: واجهت مشكلة ولم أجد مساعدة,Negative
كلية الملك فهد الأمنية,كلية الملك فهد الأمنية: راجعت اليوم الفرع الرئيسي,Neutral
الأمن البيئي,الأمن البيئي: انتظار طويل دون فائدة,Negative
قوات الأمن الخاصة,قوات الأمن الخاصة: ما هي متطلبات إصدار الجواز؟,Neutral
ديوان الوزارة,ديوان الوزارة: ذهبت للاستفسار فقط,Neutral
الجوازات,الجوازات: لا أحد يرد على الاستفسارات,Negative
ديوان الوزارة,ديوان الوزارة: تجربة رائعة أشكر جهودكم,Positive
الجوازات,الجوازات: الخدمة تحسنت كثيراً مؤخراً,Positive
الجوازات,الجوازات: الموقع لا يعمل منذ الصباح,Negative
